USD_SGD_1.csvPrice,Tstamp,Tstamp_relative,Tstep,Is_VCD
1.5538,767916000,181526400,2101,0
1.5553,768002400,181612800,2102,0
1.5577,768088800,181699200,2103,0
1.5555,768175200,181785600,2104,0
1.5475,768434400,182044800,2107,0
1.5555,768520800,182131200,2108,0
1.552,768607200,182217600,2109,0
1.553,768693600,182304000,2110,0
1.5545,768780000,182390400,2111,0
1.5602,769039200,182649600,2114,0
1.55,769125600,182736000,2115,0
1.5428,769212000,182822400,2116,0
1.5355,769298400,182908800,2117,0
1.5373,769384800,182995200,2118,0
1.537,769644000,183254400,2121,0
1.5379,769730400,183340800,2122,0
1.536,769816800,183427200,2123,0
1.5353,769903200,183513600,2124,0
1.5345,769989600,183600000,2125,0
1.5333,770248800,183859200,2128,0
1.5343,770335200,183945600,2129,0
1.5323,770421600,184032000,2130,0
1.535,770508000,184118400,2131,0
1.5403,770594400,184204800,2132,0
1.5343,770853600,184464000,2135,0
1.53,770940000,184550400,2136,0
1.5333,771026400,184636800,2137,0
1.535,771112800,184723200,2138,0
1.5335,771199200,184809600,2139,0
1.5312,771458400,185068800,2142,0
1.532,771544800,185155200,2143,0
1.5327,771631200,185241600,2144,0
1.5335,771717600,185328000,2145,0
1.5295,771804000,185414400,2146,0
1.5275,772063200,185673600,2149,0
1.527,772149600,185760000,2150,0
1.529,772236000,185846400,2151,0
1.5285,772322400,185932800,2152,0
1.5248,772408800,186019200,2153,0
1.5253,772668000,186278400,2156,0
1.5245,772754400,186364800,2157,0
1.5235,772840800,186451200,2158,0
1.5255,772927200,186537600,2159,0
1.5231,773013600,186624000,2160,0
1.5223,773272800,186883200,2163,0
1.5216,773359200,186969600,2164,0
1.5196,773445600,187056000,2165,0
1.5202,773532000,187142400,2166,0
1.519,773618400,187228800,2167,0
1.5122,773877600,187488000,2170,0
1.511,773964000,187574400,2171,0
1.5133,774050400,187660800,2172,0
1.514,774136800,187747200,2173,0
1.5133,774223200,187833600,2174,0
1.511,774482400,188092800,2177,0
1.513,774568800,188179200,2178,0
1.5095,774655200,188265600,2179,0
1.5115,774741600,188352000,2180,0
1.5102,774828000,188438400,2181,0
1.509,775087200,188697600,2184,0
1.5107,775173600,188784000,2185,0
1.5092,775260000,188870400,2186,0
1.5113,775346400,188956800,2187,0
1.5107,775432800,189043200,2188,0
1.5077,775692000,189302400,2191,0
1.5065,775778400,189388800,2192,0
1.5065,775864800,189475200,2193,0
1.508,775951200,189561600,2194,0
1.5055,776037600,189648000,2195,0
1.5052,776296800,189907200,2198,0
1.505,776383200,189993600,2199,0
1.5055,776469600,190080000,2200,0
1.5033,776556000,190166400,2201,0
1.5062,776642400,190252800,2202,0
1.5066,776901600,190512000,2205,0
1.5065,776988000,190598400,2206,0
1.5061,777074400,190684800,2207,0
1.5037,777160800,190771200,2208,0
1.5027,777247200,190857600,2209,0
1.501,777506400,191116800,2212,0
1.501,777592800,191203200,2213,0
1.501,777679200,191289600,2214,0
1.5,777765600,191376000,2215,0
1.5015,777852000,191462400,2216,0
1.5007,778111200,191721600,2219,0
1.4998,778197600,191808000,2220,0
1.4995,778284000,191894400,2221,0
1.5,778370400,191980800,2222,0
1.4995,778456800,192067200,2223,0
1.4996,778716000,192326400,2226,0
1.5,778802400,192412800,2227,0
1.5,778888800,192499200,2228,0
1.4994,778975200,192585600,2229,0
1.496,779061600,192672000,2230,0
1.4907,779320800,192931200,2233,0
1.4872,779407200,193017600,2234,0
1.4886,779493600,193104000,2235,0
1.4878,779580000,193190400,2236,0
1.4834,779666400,193276800,2237,0
1.4802,779925600,193536000,2240,0
1.4764,780012000,193622400,2241,0
1.476,780098400,193708800,2242,0
1.4775,780184800,193795200,2243,0
1.483,780271200,193881600,2244,0
1.4864,780534000,194144400,2247,0
1.4855,780620400,194230800,2248,0
1.489,780706800,194317200,2249,0
1.4858,780793200,194403600,2250,0
1.4832,780879600,194490000,2251,0
1.4825,781138800,194749200,2254,0
1.4805,781225200,194835600,2255,0
1.4735,781311600,194922000,2256,0
1.4788,781398000,195008400,2257,0
1.4825,781484400,195094800,2258,0
1.4844,781743600,195354000,2261,0
1.4835,781830000,195440400,2262,0
1.4823,781916400,195526800,2263,0
1.48,782002800,195613200,2264,0
1.4758,782089200,195699600,2265,0
1.4729,782348400,195958800,2268,0
1.4717,782434800,196045200,2269,0
1.469,782521200,196131600,2270,0
1.472,782607600,196218000,2271,0
1.4745,782694000,196304400,2272,0
1.4727,782953200,196563600,2275,0
1.4705,783039600,196650000,2276,0
1.471,783126000,196736400,2277,0
1.4712,783212400,196822800,2278,0
1.4728,783298800,196909200,2279,0
1.468,783558000,197168400,2282,0
1.4675,783644400,197254800,2283,0
1.4683,783730800,197341200,2284,0
1.4695,783817200,197427600,2285,0
1.4705,783903600,197514000,2286,0
1.467,784162800,197773200,2289,0
1.4653,784249200,197859600,2290,0
1.4675,784335600,197946000,2291,0
1.4695,784422000,198032400,2292,0
1.4702,784508400,198118800,2293,0
1.4736,784767600,198378000,2296,0
1.4738,784854000,198464400,2297,0
1.4733,784940400,198550800,2298,0
1.4717,785026800,198637200,2299,0
1.4695,785113200,198723600,2300,0
1.4657,785372400,198982800,2303,0
1.4652,785458800,199069200,2304,0
1.466,785545200,199155600,2305,0
1.466,785631600,199242000,2306,0
1.4655,785718000,199328400,2307,0
1.4635,785977200,199587600,2310,0
1.4625,786063600,199674000,2311,0
1.4645,786150000,199760400,2312,0
1.4657,786236400,199846800,2313,0
1.4715,786322800,199933200,2314,0
1.4665,786582000,200192400,2317,0
1.464,786668400,200278800,2318,0
1.467,786754800,200365200,2319,0
1.4682,786841200,200451600,2320,0
1.4685,786927600,200538000,2321,0
1.4663,787186800,200797200,2324,0
1.4657,787273200,200883600,2325,0
1.4667,787359600,200970000,2326,0
1.4665,787446000,201056400,2327,0
1.4645,787532400,201142800,2328,0
1.4661,787791600,201402000,2331,0
1.4632,787878000,201488400,2332,0
1.4651,787964400,201574800,2333,0
1.4642,788050800,201661200,2334,0
1.4642,788137200,201747600,2335,0
1.4642,788396400,202006800,2338,0
1.4638,788482800,202093200,2339,0
1.4625,788569200,202179600,2340,0
1.462,788655600,202266000,2341,0
1.458,788742000,202352400,2342,0
1.4575,789001200,202611600,2345,0
1.4538,789087600,202698000,2346,0
1.4541,789174000,202784400,2347,0
1.4525,789260400,202870800,2348,0
1.4537,789346800,202957200,2349,0
1.4485,789606000,203216400,2352,0
1.4507,789692400,203302800,2353,0
1.4525,789778800,203389200,2354,0
1.469,789865200,203475600,2355,0
1.455,789951600,203562000,2356,0
1.4485,790210800,203821200,2359,0
1.4487,790297200,203907600,2360,0
1.4535,790383600,203994000,2361,0
1.45,790470000,204080400,2362,0
1.4475,790556400,204166800,2363,0
1.4493,790815600,204426000,2366,0
1.4522,790902000,204512400,2367,0
1.4533,790988400,204598800,2368,0
1.4528,791074800,204685200,2369,0
1.4515,791161200,204771600,2370,0
1.4524,791420400,205030800,2373,0
1.4543,791506800,205117200,2374,0
1.4535,791593200,205203600,2375,0
1.4522,791679600,205290000,2376,0
1.4586,791766000,205376400,2377,0
1.4615,792025200,205635600,2380,0
1.4629,792111600,205722000,2381,0
1.455,792198000,205808400,2382,0
1.454,792284400,205894800,2383,0
1.4517,792370800,205981200,2384,0
1.452,792630000,206240400,2387,0
1.4523,792716400,206326800,2388,0
1.455,792802800,206413200,2389,0
1.4497,792889200,206499600,2390,0
1.4515,792975600,206586000,2391,0
1.4524,793234800,206845200,2394,0
1.452,793321200,206931600,2395,0
1.4532,793407600,207018000,2396,0
1.4525,793494000,207104400,2397,0
1.4493,793580400,207190800,2398,0
1.4508,793839600,207450000,2401,0
1.4495,793926000,207536400,2402,0
1.448,794012400,207622800,2403,0
1.4465,794098800,207709200,2404,0
1.4442,794185200,207795600,2405,0
1.4342,794444400,208054800,2408,0
1.4155,794530800,208141200,2409,0
1.4272,794617200,208227600,2410,0
1.4163,794703600,208314000,2411,0
1.42,794790000,208400400,2412,0
1.4163,795049200,208659600,2415,0
1.4165,795135600,208746000,2416,0
1.4095,795222000,208832400,2417,0
1.412,795308400,208918800,2418,0
1.412,795394800,209005200,2419,0
1.413,795654000,209264400,2422,0
1.4153,795740400,209350800,2423,0
1.4145,795826800,209437200,2424,0
1.415,795913200,209523600,2425,0
1.4205,795999600,209610000,2426,0
1.4198,796255200,209865600,2429,0
1.4182,796341600,209952000,2430,0
1.416,796428000,210038400,2431,0
1.421,796514400,210124800,2432,0
1.411,796600800,210211200,2433,0
1.4083,796860000,210470400,2436,0
1.4063,796946400,210556800,2437,0
1.4057,797032800,210643200,2438,0
1.4037,797119200,210729600,2439,0
1.4025,797205600,210816000,2440,0
1.3988,797464800,211075200,2443,0
1.4025,797551200,211161600,2444,0
1.4003,797637600,211248000,2445,0
1.394,797724000,211334400,2446,0
1.395,797810400,211420800,2447,0
1.394,798069600,211680000,2450,0
1.3925,798156000,211766400,2451,0
1.3945,798242400,211852800,2452,0
1.3995,798328800,211939200,2453,0
1.394,798415200,212025600,2454,0
1.3949,798674400,212284800,2457,0
1.391,798760800,212371200,2458,0
1.394,798847200,212457600,2459,0
1.3931,798933600,212544000,2460,0
1.394,799020000,212630400,2461,0
1.3914,799279200,212889600,2464,0
1.3895,799365600,212976000,2465,0
1.3893,799452000,213062400,2466,0
1.3904,799538400,213148800,2467,0
1.3913,799624800,213235200,2468,0
1.39,799884000,213494400,2471,0
1.3917,799970400,213580800,2472,0
1.3933,800056800,213667200,2473,0
1.4031,800143200,213753600,2474,0
1.4095,800229600,213840000,2475,0
1.4045,800488800,214099200,2478,0
1.4027,800575200,214185600,2479,0
1.4002,800661600,214272000,2480,0
1.3937,800748000,214358400,2481,0
1.3938,800834400,214444800,2482,0
1.393,801093600,214704000,2485,0
1.393,801180000,214790400,2486,0
1.3927,801266400,214876800,2487,0
1.3901,801352800,214963200,2488,0
1.3901,801439200,215049600,2489,0
1.3897,801698400,215308800,2492,0
1.3907,801784800,215395200,2493,0
1.392,801871200,215481600,2494,0
1.3905,801957600,215568000,2495,0
1.3905,802044000,215654400,2496,0
1.392,802303200,215913600,2499,0
1.3925,802389600,216000000,2500,0
1.392,802476000,216086400,2501,0
1.3916,802562400,216172800,2502,0
1.3916,802648800,216259200,2503,0
1.392,802908000,216518400,2506,0
1.3941,802994400,216604800,2507,0
1.3945,803080800,216691200,2508,0
1.396,803167200,216777600,2509,0
1.3957,803253600,216864000,2510,0
1.3966,803512800,217123200,2513,0
1.3969,803599200,217209600,2514,0
1.399,803685600,217296000,2515,0
1.3995,803772000,217382400,2516,0
1.398,803858400,217468800,2517,1
1.3977,804117600,217728000,2520,0
1.3973,804204000,217814400,2521,0
1.403,804290400,217900800,2522,0
1.3963,804376800,217987200,2523,0
1.397,804463200,218073600,2524,0
1.396,804722400,218332800,2527,0
1.3963,804808800,218419200,2528,0
1.3969,804895200,218505600,2529,0
1.3965,804981600,218592000,2530,0
1.4,805068000,218678400,2531,0
1.4035,805327200,218937600,2534,0
1.403,805413600,219024000,2535,0
1.399,805500000,219110400,2536,0
1.3973,805586400,219196800,2537,0
1.397,805672800,219283200,2538,0
1.4002,805932000,219542400,2541,0
1.3975,806018400,219628800,2542,0
1.398,806104800,219715200,2543,0
1.3992,806191200,219801600,2544,0
1.3988,806277600,219888000,2545,0
1.399,806536800,220147200,2548,0
1.3987,806623200,220233600,2549,0
1.3977,806709600,220320000,2550,0
1.394,806796000,220406400,2551,0
1.3942,806882400,220492800,2552,0
1.394,807141600,220752000,2555,0
1.3932,807228000,220838400,2556,0
1.3985,807314400,220924800,2557,0
1.3977,807400800,221011200,2558,0
1.398,807487200,221097600,2559,0
1.3998,807746400,221356800,2562,0
1.3975,807832800,221443200,2563,0
1.3973,807919200,221529600,2564,0
1.396,808005600,221616000,2565,0
1.3986,808092000,221702400,2566,0
1.3974,808351200,221961600,2569,0
1.415,808437600,222048000,2570,0
1.4215,808524000,222134400,2571,0
1.4225,808610400,222220800,2572,0
1.428,808696800,222307200,2573,0
1.4268,808956000,222566400,2576,0
1.4258,809042400,222652800,2577,0
1.4245,809128800,222739200,2578,0
1.423,809215200,222825600,2579,0
1.4215,809301600,222912000,2580,0
1.4158,809560800,223171200,2583,0
1.4248,809647200,223257600,2584,0
1.4255,809733600,223344000,2585,0
1.4205,809820000,223430400,2586,0
1.4205,809906400,223516800,2587,0
1.4215,810165600,223776000,2590,0
1.4227,810252000,223862400,2591,0
1.426,810338400,223948800,2592,0
1.425,810424800,224035200,2593,0
1.4285,810511200,224121600,2594,0
1.4285,810770400,224380800,2597,0
1.432,810856800,224467200,2598,0
1.4367,810943200,224553600,2599,0
1.4327,811029600,224640000,2600,0
1.4458,811116000,224726400,2601,0
1.4445,811375200,224985600,2604,0
1.45,811461600,225072000,2605,0
1.4428,811548000,225158400,2606,0
1.4307,811634400,225244800,2607,0
1.433,811720800,225331200,2608,0
1.4446,811983600,225594000,2611,0
1.4405,812070000,225680400,2612,0
1.4303,812156400,225766800,2613,0
1.4222,812242800,225853200,2614,0
1.4243,812329200,225939600,2615,0
1.4305,812588400,226198800,2618,0
1.4345,812674800,226285200,2619,0
1.4321,812761200,226371600,2620,0
1.4235,812847600,226458000,2621,0
1.429,812934000,226544400,2622,0
1.426,813193200,226803600,2625,0
1.4281,813279600,226890000,2626,0
1.4248,813366000,226976400,2627,0
1.4225,813452400,227062800,2628,0
1.427,813538800,227149200,2629,0
1.4247,813798000,227408400,2632,0
1.4238,813884400,227494800,2633,0
1.4259,813970800,227581200,2634,0
1.423,814057200,227667600,2635,0
1.4187,814143600,227754000,2636,0
1.413,814402800,228013200,2639,0
1.4153,814489200,228099600,2640,0
1.4165,814575600,228186000,2641,0
1.4145,814662000,228272400,2642,0
1.416,814748400,228358800,2643,0
1.4165,815007600,228618000,2646,0
1.414,815094000,228704400,2647,0
1.4162,815180400,228790800,2648,0
1.4175,815266800,228877200,2649,0
1.413,815353200,228963600,2650,0
1.411,815612400,229222800,2653,0
1.4128,815698800,229309200,2654,0
1.4155,815785200,229395600,2655,0
1.411,815871600,229482000,2656,0
1.4131,815958000,229568400,2657,0
1.4143,816217200,229827600,2660,0
1.4124,816303600,229914000,2661,0
1.4124,816390000,230000400,2662,0
1.4125,816476400,230086800,2663,0
1.4133,816562800,230173200,2664,0
1.4127,816822000,230432400,2667,0
1.4128,816908400,230518800,2668,0
1.4105,816994800,230605200,2669,0
1.4117,817081200,230691600,2670,0
1.413,817167600,230778000,2671,0
1.413,817426800,231037200,2674,0
1.412,817513200,231123600,2675,0
1.4129,817599600,231210000,2676,0
1.4112,817686000,231296400,2677,0
1.4145,817772400,231382800,2678,0
1.415,818031600,231642000,2681,0
1.4125,818118000,231728400,2682,0
1.4135,818204400,231814800,2683,0
1.4135,818290800,231901200,2684,0
1.4155,818377200,231987600,2685,0
1.4138,818636400,232246800,2688,0
1.4152,818722800,232333200,2689,0
1.4165,818809200,232419600,2690,0
1.4153,818895600,232506000,2691,0
1.416,818982000,232592400,2692,0
1.4133,819241200,232851600,2695,0
1.4145,819327600,232938000,2696,0
1.4145,819414000,233024400,2697,0
1.414,819500400,233110800,2698,0
1.4145,819586800,233197200,2699,0
1.4155,819846000,233456400,2702,0
1.415,819932400,233542800,2703,0
1.4144,820018800,233629200,2704,0
1.4127,820105200,233715600,2705,0
1.4143,820191600,233802000,2706,0
1.4158,820537200,234147600,2710,0
1.4215,820623600,234234000,2711,0
1.4265,820710000,234320400,2712,0
1.4232,820796400,234406800,2713,0
1.424,821055600,234666000,2716,0
1.4225,821142000,234752400,2717,0
1.4227,821228400,234838800,2718,0
1.4225,821314800,234925200,2719,0
1.4235,821401200,235011600,2720,0
1.4225,821660400,235270800,2723,0
1.4265,821746800,235357200,2724,0
1.418,821833200,235443600,2725,0
1.42,821919600,235530000,2726,0
1.4233,822006000,235616400,2727,0
1.4238,822265200,235875600,2730,0
1.4195,822351600,235962000,2731,0
1.4225,822438000,236048400,2732,0
1.4194,822524400,236134800,2733,0
1.4177,822610800,236221200,2734,0
1.4185,822870000,236480400,2737,0
1.4205,822956400,236566800,2738,0
1.4198,823042800,236653200,2739,0
1.4177,823129200,236739600,2740,0
1.4175,823215600,236826000,2741,0
1.4125,823474800,237085200,2744,0
1.4139,823561200,237171600,2745,0
1.4147,823647600,237258000,2746,0
1.415,823734000,237344400,2747,0
1.4162,823820400,237430800,2748,0
1.414,824079600,237690000,2751,0
1.4153,824166000,237776400,2752,0
1.4137,824252400,237862800,2753,0
1.4122,824338800,237949200,2754,0
1.4006,824425200,238035600,2755,0
1.396,824684400,238294800,2758,0
1.4007,824770800,238381200,2759,0
1.4025,824857200,238467600,2760,0
1.4077,824943600,238554000,2761,0
1.4081,825030000,238640400,2762,0
1.4063,825289200,238899600,2765,0
1.4077,825375600,238986000,2766,0
1.4147,825462000,239072400,2767,0
1.4123,825548400,239158800,2768,0
1.4117,825634800,239245200,2769,0
1.4122,825894000,239504400,2772,0
1.4114,825980400,239590800,2773,0
1.4115,826066800,239677200,2774,0
1.4082,826153200,239763600,2775,0
1.4097,826239600,239850000,2776,0
1.4076,826498800,240109200,2779,0
1.4083,826585200,240195600,2780,0
1.4065,826671600,240282000,2781,0
1.4073,826758000,240368400,2782,0
1.407,826844400,240454800,2783,0
1.4075,827103600,240714000,2786,0
1.4069,827190000,240800400,2787,0
1.41,827276400,240886800,2788,0
1.4099,827362800,240973200,2789,0
1.4094,827449200,241059600,2790,0
1.407,827708400,241318800,2793,0
1.4076,827794800,241405200,2794,0
1.4093,827881200,241491600,2795,0
1.408,827967600,241578000,2796,0
1.409,828054000,241664400,2797,0
1.4072,828309600,241920000,2800,0
1.4057,828396000,242006400,2801,0
1.4049,828482400,242092800,2802,0
1.404,828568800,242179200,2803,0
1.4052,828655200,242265600,2804,0
1.4053,828914400,242524800,2807,0
1.4085,829000800,242611200,2808,0
1.4096,829087200,242697600,2809,0
1.408,829173600,242784000,2810,0
1.4111,829260000,242870400,2811,0
1.412,829519200,243129600,2814,0
1.41,829605600,243216000,2815,0
1.4087,829692000,243302400,2816,0
1.4093,829778400,243388800,2817,0
1.409,829864800,243475200,2818,0
1.4098,830124000,243734400,2821,0
1.4085,830210400,243820800,2822,0
1.4095,830296800,243907200,2823,0
1.4089,830383200,243993600,2824,0
1.4075,830469600,244080000,2825,0
1.407,830728800,244339200,2828,0
1.406,830815200,244425600,2829,0
1.407,830901600,244512000,2830,0
1.4055,830988000,244598400,2831,0
1.404,831074400,244684800,2832,0
1.404,831333600,244944000,2835,0
1.4038,831420000,245030400,2836,0
1.4054,831506400,245116800,2837,0
1.4047,831592800,245203200,2838,0
1.4062,831679200,245289600,2839,0
1.4053,831938400,245548800,2842,0
1.4075,832024800,245635200,2843,0
1.4088,832111200,245721600,2844,0
1.4085,832197600,245808000,2845,0
1.4085,832284000,245894400,2846,0
1.4094,832543200,246153600,2849,0
1.4092,832629600,246240000,2850,0
1.4096,832716000,246326400,2851,0
1.41,832802400,246412800,2852,0
1.4105,832888800,246499200,2853,0
1.4105,833148000,246758400,2856,0
1.413,833234400,246844800,2857,0
1.4115,833320800,246931200,2858,0
1.4095,833407200,247017600,2859,0
1.408,833493600,247104000,2860,0
1.4065,833752800,247363200,2863,0
1.4095,833839200,247449600,2864,0
1.4102,833925600,247536000,2865,0
1.409,834012000,247622400,2866,0
1.4089,834098400,247708800,2867,0
1.4088,834357600,247968000,2870,0
1.4094,834444000,248054400,2871,0
1.4089,834530400,248140800,2872,0
1.4087,834616800,248227200,2873,0
1.4087,834703200,248313600,2874,0
1.4086,834962400,248572800,2877,0
1.4075,835048800,248659200,2878,0
1.4074,835135200,248745600,2879,0
1.4087,835221600,248832000,2880,0
1.41,835308000,248918400,2881,0
1.4093,835567200,249177600,2884,0
1.4103,835653600,249264000,2885,0
1.4114,835740000,249350400,2886,0
1.41,835826400,249436800,2887,0
1.4115,835912800,249523200,2888,0
1.4117,836172000,249782400,2891,0
1.412,836258400,249868800,2892,0
1.4133,836344800,249955200,2893,0
1.4125,836431200,250041600,2894,0
1.414,836517600,250128000,2895,0
1.4143,836776800,250387200,2898,0
1.413,836863200,250473600,2899,0
1.4135,836949600,250560000,2900,0
1.4157,837036000,250646400,2901,0
1.4192,837122400,250732800,2902,0
1.419,837381600,250992000,2905,0
1.417,837468000,251078400,2906,0
1.418,837554400,251164800,2907,0
1.4188,837640800,251251200,2908,0
1.417,837727200,251337600,2909,0
1.4192,837986400,251596800,2912,0
1.4178,838072800,251683200,2913,0
1.4173,838159200,251769600,2914,0
1.4157,838245600,251856000,2915,0
1.4168,838332000,251942400,2916,0
1.4155,838591200,252201600,2919,0
1.414,838677600,252288000,2920,0
1.4131,838764000,252374400,2921,0
1.414,838850400,252460800,2922,0
1.4155,838936800,252547200,2923,0
1.4157,839196000,252806400,2926,0
1.4168,839282400,252892800,2927,0
1.417,839368800,252979200,2928,0
1.4178,839455200,253065600,2929,0
1.4153,839541600,253152000,2930,0
1.4145,839800800,253411200,2933,0
1.4122,839887200,253497600,2934,0
1.4125,839973600,253584000,2935,0
1.412,840060000,253670400,2936,0
1.408,840146400,253756800,2937,0
1.41,840405600,254016000,2940,0
1.4113,840492000,254102400,2941,0
1.4119,840578400,254188800,2942,0
1.4115,840664800,254275200,2943,0
1.4105,840751200,254361600,2944,0
1.4085,841010400,254620800,2947,0
1.4083,841096800,254707200,2948,0
1.406,841183200,254793600,2949,0
1.4075,841269600,254880000,2950,0
1.4065,841356000,254966400,2951,0
1.4076,841615200,255225600,2954,0
1.4082,841701600,255312000,2955,0
1.4073,841788000,255398400,2956,0
1.4072,841874400,255484800,2957,0
1.4065,841960800,255571200,2958,0
1.4085,842220000,255830400,2961,0
1.408,842306400,255916800,2962,0
1.4097,842392800,256003200,2963,0
1.41,842479200,256089600,2964,0
1.4095,842565600,256176000,2965,0
1.4097,842824800,256435200,2968,0
1.4116,842911200,256521600,2969,0
1.4075,842997600,256608000,2970,0
1.4072,843084000,256694400,2971,0
1.4085,843170400,256780800,2972,0
1.4073,843429600,257040000,2975,0
1.4069,843516000,257126400,2976,0
1.4095,843602400,257212800,2977,0
1.4085,843688800,257299200,2978,0
1.4079,843775200,257385600,2979,0
1.4076,844034400,257644800,2982,0
1.4087,844120800,257731200,2983,0
1.4105,844207200,257817600,2984,0
1.4105,844293600,257904000,2985,0
1.411,844380000,257990400,2986,0
1.4112,844639200,258249600,2989,0
1.4111,844725600,258336000,2990,0
1.4095,844812000,258422400,2991,0
1.4077,844898400,258508800,2992,0
1.4095,844984800,258595200,2993,0
1.4093,845244000,258854400,2996,0
1.4127,845330400,258940800,2997,0
1.4137,845416800,259027200,2998,0
1.4137,845503200,259113600,2999,0
1.4143,845589600,259200000,3000,0
1.4155,845848800,259459200,3003,0
1.4148,845935200,259545600,3004,0
1.4166,846021600,259632000,3005,0
1.4161,846108000,259718400,3006,0
1.416,846194400,259804800,3007,0
1.4175,846457200,260067600,3010,0
1.4133,846543600,260154000,3011,0
1.4078,846630000,260240400,3012,0
1.4095,846716400,260326800,3013,0
1.4087,846802800,260413200,3014,0
1.4067,847062000,260672400,3017,0
1.4096,847148400,260758800,3018,0
1.409,847234800,260845200,3019,0
1.4019,847321200,260931600,3020,0
1.4005,847407600,261018000,3021,0
1.3981,847666800,261277200,3024,0
1.4012,847753200,261363600,3025,0
1.4015,847839600,261450000,3026,0
1.4002,847926000,261536400,3027,0
1.3993,848012400,261622800,3028,0
1.3996,848271600,261882000,3031,0
1.4002,848358000,261968400,3032,0
1.402,848444400,262054800,3033,0
1.401,848530800,262141200,3034,0
1.401,848617200,262227600,3035,0
1.4017,848876400,262486800,3038,0
1.401,848962800,262573200,3039,0
1.401,849049200,262659600,3040,0
1.4017,849135600,262746000,3041,0
1.4025,849222000,262832400,3042,0
1.4015,849481200,263091600,3045,0
1.4022,849567600,263178000,3046,0
1.4025,849654000,263264400,3047,0
1.4003,849740400,263350800,3048,0
1.4002,849826800,263437200,3049,0
1.4015,850086000,263696400,3052,0
1.4,850172400,263782800,3053,0
1.3985,850258800,263869200,3054,0
1.3985,850345200,263955600,3055,0
1.3987,850431600,264042000,3056,0
1.4003,850690800,264301200,3059,0
1.4,850777200,264387600,3060,0
1.3995,850863600,264474000,3061,0
1.3995,850950000,264560400,3062,0
1.4,851036400,264646800,3063,0
1.4003,851295600,264906000,3066,0
1.3988,851382000,264992400,3067,0
1.3975,851468400,265078800,3068,0
1.399,851554800,265165200,3069,0
1.4003,851641200,265251600,3070,0
1.4001,851900400,265510800,3073,0
1.3995,851986800,265597200,3074,0
1.3983,852159600,265770000,3076,0
1.4035,852246000,265856400,3077,0
1.4062,852505200,266115600,3080,0
1.404,852591600,266202000,3081,0
1.4053,852678000,266288400,3082,0
1.406,852764400,266374800,3083,0
1.4052,852850800,266461200,3084,0
1.404,853110000,266720400,3087,0
1.405,853196400,266806800,3088,0
1.405,853282800,266893200,3089,0
1.4038,853369200,266979600,3090,0
1.4062,853455600,267066000,3091,0
1.4068,853714800,267325200,3094,0
1.4065,853801200,267411600,3095,0
1.4085,853887600,267498000,3096,0
1.4085,853974000,267584400,3097,0
1.408,854060400,267670800,3098,0
1.4083,854319600,267930000,3101,0
1.41,854406000,268016400,3102,0
1.4075,854492400,268102800,3103,0
1.4075,854578800,268189200,3104,0
1.4085,854665200,268275600,3105,0
1.4082,854924400,268534800,3108,0
1.4093,855010800,268621200,3109,0
1.4135,855097200,268707600,3110,0
1.413,855183600,268794000,3111,0
1.413,855270000,268880400,3112,0
1.409,855529200,269139600,3115,0
1.416,855615600,269226000,3116,0
1.4175,855702000,269312400,3117,0
1.418,855788400,269398800,3118,0
1.4178,855874800,269485200,3119,0
1.4193,856134000,269744400,3122,0
1.4252,856220400,269830800,3123,0
1.4275,856306800,269917200,3124,0
1.423,856393200,270003600,3125,0
1.4242,856479600,270090000,3126,0
1.422,856738800,270349200,3129,0
1.4235,856825200,270435600,3130,0
1.4273,856911600,270522000,3131,0
1.425,856998000,270608400,3132,0
1.425,857084400,270694800,3133,0
1.4255,857343600,270954000,3136,0
1.4265,857430000,271040400,3137,0
1.427,857516400,271126800,3138,0
1.4313,857602800,271213200,3139,0
1.434,857689200,271299600,3140,0
1.4327,857948400,271558800,3143,0
1.4318,858034800,271645200,3144,0
1.4335,858121200,271731600,3145,0
1.4345,858207600,271818000,3146,0
1.434,858294000,271904400,3147,0
1.4348,858553200,272163600,3150,0
1.4387,858639600,272250000,3151,0
1.4402,858726000,272336400,3152,0
1.447,858812400,272422800,3153,0
1.447,858898800,272509200,3154,0
1.44,859158000,272768400,3157,0
1.4415,859244400,272854800,3158,0
1.4495,859330800,272941200,3159,0
1.4465,859417200,273027600,3160,0
1.4475,859503600,273114000,3161,0
1.445,859759200,273369600,3164,0
1.4375,859845600,273456000,3165,0
1.4401,859932000,273542400,3166,0
1.4335,860018400,273628800,3167,0
1.438,860104800,273715200,3168,0
1.4409,860364000,273974400,3171,0
1.4419,860450400,274060800,3172,0
1.443,860536800,274147200,3173,0
1.4383,860623200,274233600,3174,0
1.4405,860709600,274320000,3175,0
1.4415,860968800,274579200,3178,0
1.442,861055200,274665600,3179,0
1.4411,861141600,274752000,3180,0
1.4413,861228000,274838400,3181,0
1.4408,861314400,274924800,3182,0
1.4385,861573600,275184000,3185,0
1.4435,861660000,275270400,3186,0
1.4442,861746400,275356800,3187,0
1.444,861832800,275443200,3188,0
1.442,861919200,275529600,3189,0
1.4463,862178400,275788800,3192,0
1.4453,862264800,275875200,3193,0
1.4475,862351200,275961600,3194,0
1.4462,862437600,276048000,3195,0
1.447,862524000,276134400,3196,0
1.4463,862783200,276393600,3199,0
1.4455,862869600,276480000,3200,0
1.4458,862956000,276566400,3201,0
1.444,863042400,276652800,3202,0
